Doc Number,Corp Name,Filing Type,Status,Address,City,State,Zip,File Date,FEI Number,Registered Agent,RA City,RA State,Officers,Source File
L26000176558,TRIMAX POWER SYSTEMS LLC,FLAL,A,505 SW 16TH CT,FORT LAUDERDALE,,33315,04012026,,REGISTERED AGENTS INC,FORT LAUDERDALE,FL,MGR: TRIMAX HOLDINGS LLC,20260403_corporate.txt
L26000176628,M & M SOLUTIONS MULTI SERVICES LLC,FLAL,A,1031 TROY DR,LAKE WALES,,33853,03212026,,WILIAMS             BENJAMIN      T,LAKE WALES,FL,MGR: WILLIAMS            BENJAMIN      T,20260403_corporate.txt
L26000176668,LEVEL UP CLOSING SOLUTIONS LLC,FLAL,A,635 HERITAGE SQUARE DR,HAINES CITY,,33844,03262026,,SIQUEIRA            ERIKA,HAINES CITY,FL,AMBR: SIQUEIRA            ERIKA,20260403_corporate.txt
L26000176688,PB FARMS DEVELOPMENT LLC,FLAL,A,2435 NORTHWEST 53RD STREET,BOCA RATON,,33496,03262026,,TURI                LEONARD       PJR,"BOCA RATON,",FL,MGR: TURI                LEONARD        JR,20260403_corporate.txt
L26000176738,ATLAS INTERNATIONAL INVESTMENTS LLC,FLAL,A,117 NW 42ND AVE STE CU-1,MIAMI,,33126,03262026,,GESTORIA MIAMI LLC,MIAMI,FL,MGR: LASCANO             BORIS         A,20260403_corporate.txt
L26000175089,YQS CONSTRUCTION LLC,FLAL,A,1404 TRUMAN AVE,LEHIGH ACRES,,33972,03262026,,QUESADA MOLINA      YODALIS       YSR,LEHIGH ACRES,FL,AMBR: SAO QUESADA         YANKIEL       YJR,20260403_corporate.txt
L26000175189,MOOK AI SOLUTIONS LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000175249,CUSTOS MESSIUM PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175259,COASTAL WELLNESS CITRUS LLC,FLAL,A,1811 SUNCOAST BOULEVARD,HOMOSASSA,,34448,03262026,,HEATH               HILARY,CRYSTAL RIVER,FL,,20260403_corporate.txt
L26000175269,B&F SOLUTIONS LLC,FLAL,A,14812 PORTER RD,WINTER GARDEN,,34787,03262026,,BACELAR             SUE           E,WINTER GARDEN,FL,AMBR: BACELAR             SUE           E | AMBR: FERLA               VALERIA       M,20260403_corporate.txt
L26000175349,MC DIGITAL GROUP LLC,FLAL,A,1485 21ST ST SW,NAPLES,,34117,03222026,,CAMPANILE           JOANNA,NAPLES,FL,AMBR: CAMPANILE           JOANNA | AMBR: MATOS               JANELL,20260403_corporate.txt
P26000017419,GOLDEN GLOBAL DEVELOPMENT INC,DOMP,A,6030 37TH STREET,VERO BEACH,,32966,04012026,,BASS                RICHARD,SEBASTIAN,FL,P: MENEGOLO            SADI | S: MENEGOLO            JEAN          P,20260403_corporate.txt
L26000175459,"DANIEL INTEGRITY CONSULTING, LLC",FLAL,A,10814 WESTSIDE STREET,GLEN ST MARY,,32040,03262026,,MALONEY             FRANK         EJR,MACCLENNY,FL,MGR: DANIEL              JOSHUA,20260403_corporate.txt
L26000175469,NISREEN PROPERTY SOLUTIONS LLC,FLAL,A,22 S TREASURE DR,TAMPA,,33609,03262026,,ALHASSANI           NISREEN,TAMPA,FL,MGR: ALHASSANI           NISREEN | MBR: ALHASSANI           YASIR,20260403_corporate.txt
L26000175549,SUNCOR SOLUTIONS LLC,FLAL,A,1018 WOODSHIRE LN,NAPLES,,34105,04012026,,ROBINSON            ROSS          C,NAPLES,FL,AMBR: ROBINSON            ROSS          C | AMBR: ROBINSON            ANGGIE        C,20260403_corporate.txt
F26000001989,"MARKETDESIGN CONSULTING, INC.",FORP,A,"126 N SALINA ST, UNIT 4",SYRACUSE,,13202,04022026,934325695,"CAPITOL CORPORATE SERVICES, INC.",TALLAHASSEE,FL,P: RUDY                KARA | TS: ANCONA              ELIZABETH,20260403_corporate.txt
L26000175889,PRACTICE FLOW SOLUTIONS LLC,FLAL,A,19655 E COUNTRY CLUB DR APT 602,MIAMI,,33180,03262026,,BARDA               MAURICE       M,MIAMI,FL,MGR: BARDA               MAURICE       M | MGR: ORBACH              MOSHE | MGR: KARIYEV             JOSEPH,20260403_corporate.txt
L26000175929,HUMANN ENTERPRISES AKA CREATIVE SHELLS LLC,FLAL,A,17011 CRAWLEY RD,ODESSA,,33556,03262026,,HUMANN              SUSAN         L,ODESSA,FL,MGR: HUMANN              SUSAN         L,20260403_corporate.txt
L26000175969,"TRUE HOME DEVELOPMENT, LLC",FLAL,A,1490 SAINT CLAIR RD,ENGLEWOOD,,34223,03262026,,ANANCHENKO          IVAN,ENGLEWOOD,FL,MGR: ANANCHENKO          IVAN,20260403_corporate.txt
L26000176009,561 ROOFING SOLUTIONS LLC,FLAL,A,135 TWO PINE DR,GREENACRES,,33413,03242026,,OSENDI CEBALLO      DARIEL,WEST PALM BEACH,FL,MGR: OSENDI CEBALLO      DARIEL,20260403_corporate.txt
L26000176069,"GEO'S CAR SERVICE SOLUTIONS, LLC.",FLAL,A,5200 SW 89TH PL,MIAMI,,33165,03262026,,GOMEZ GOMEZ         GEORGE        E,MIAMI,FL,AMBR: GOMEZ GOMEZ         GEORGE        E,20260403_corporate.txt
L26000176139,MODERN SPACE CONSTRUCTION LLC,FLAL,A,1631 N 69TH TERRACE,HOLLYWOOD,,33024,03262026,,PAZ                 GRASSIELA     Y,HOLLYWOOD,FL,MGR: PAZ                 GRASSIELA     Y,20260403_corporate.txt
L26000176239,HURRICANE PEDESTAL SYSTEMS LLC,FLAL,A,2251 BLOUNT RD,POMPANO BEACH,,33069,03262026,,ROWLAND             JERRY,POMPANO BEACH,FL,MGR: ROWLAND             JERRY,20260403_corporate.txt
L26000176249,LAB CLEANING SOLUTIONS LLC,FLAL,A,8613 BAYSHIRE WAY #180,ORLANDO,,32817,03202026,,BACHIN  TEJERA      LUIS          A,ORLANDO,FL,AMBR: BACHIN. TEJERA      LUIS          A,20260403_corporate.txt
L26000176279,GROUPER RIDGE CONSTRUCTION LLC,FLAL,A,3065 CHAMPION RING RD,FORT MYERS,,33905,03262026,,GARCIA              ELVIN         U,FORT MYERS,FL,AMBR: GARCIA              ELVIN         U,20260403_corporate.txt
L26000176529,TD LEGACY VENTURES LLC,FLAL,A,1726 E 7TH AVE STE 2,TAMPA,,33605,03262026,,DUBOSE II           ERNEST,SARASOTA,FL,AMBR: DUBOSE              ERNEST | AMBR: DUBOSE              EDWARD,20260403_corporate.txt
L26000176599,TOSBELL TECHNOLOGIES LLC,FLAL,A,150 SE 2ND AVE 1403 #6799,MIAMI,,33131,04022026,,LUPA ENTERPRISES INC,MIAMI,FL,MGRM: ISSA JOHNNY JADALLA MARIA MIGUEL,20260403_corporate.txt
L26000176619,"BRICKSTONE REAL ESTATE GROUP, LLC",FLAL,A,2198 MAN OF WAR,WEST PALM BEACH,,33411,04022026,,AHEARN              MICHAEL,WEST PALM BEACH,FL,MGR: AHEARN              MICHAEL,20260403_corporate.txt
L26000176669,ANS GROUP VENTURES LLC,FLAL,A,12665 PINNACLE LN,VENICE,,34293,03262026,,WANG                MIN,VENICE,FL,MGR: WANG                MIN,20260403_corporate.txt
L26000176699,LAGA CONSTRUCTION LLC,FLAL,A,45 BIRCH ST,HOLLYWOOD,,33023,03262026,,GARCIA ALEGRIA      LUIS          A,HOLLYWOOD,FL,AMBR: GARCIA ALEGRIA      LUIS          A,20260403_corporate.txt
L26000176719,"THREE JAYS DEVELOPMENT, LLC",FLAL,A,16432 BRAEBURN RIDGE TRAIL,DELRAY BEACH,,33446,03282026,,HARRIS              LAWRENCE      M,DELRAY BEACH,FL,MGR: HARRIS              LAWRENCE,20260403_corporate.txt
